"id","numero_expediente","titulo","tipo_expediente","fecha_inicio","vencimiento_cuatrienal","fecha_publicacion","numero_gaceta","numero_ley","creado_en"
"793","24818","REFORMA DE VARIOS ARTÍCULOS DE LA LEY 9609, CÓDIGO PROCESAL AGRARIO, DEL 27 DE SETIEMBRE 2018. ANTERIORMENTE DENOMINADO: ""REFORMAS DE VARIOS ARTÍCULOS DEL CÓDIGO PROCESAL AGRARIO, LEY N.° 9609, DE 27 DE SETIEMBRE 2018"" ANTES CONOCIDO COMO ""REFORMAS A VARIOS ARTÍCULOS DEL CÓDIGO PROCESAL AGRARIO, LEY N.° 9609 DE 27 DE SETIEMBRE 2018"".","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-10","2029-02-10","2025-03-03","41","SI","2026-04-10T17:30:55.305867"
"794","24817","AUTORIZACIÓN A LA MUNICIPALIDAD DE POCOCÍ A DONAR UN TERRENO DE SU PROPIEDAD A LA DIÓCESIS DE LIMÓN. ANTERIORMENTE DENOMINADO: LEY QUE AUTORIZA A LA MUNICIPALIDAD DE POCOCI A DONAR UN TERRENO DE SU PROPIEDAD A LA DIÓCESIS DE LIMÓN. (ANTES CONOCIDO COOMO: LEY QUE AUTORIZA A LA MUNICIPALIDAD DE POCOCÍ A DONAR UN TERRENO DE SU PROPIEDAD A LA CONFERENCIA EPISCOPAL NACIONAL DE COSTA RICA)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-06","2029-02-06","2025-03-03","41","SI","2026-04-10T17:30:55.305867"
"795","24816","APROBACIÓN DEL TRATADO DE ASISTENCIA JUDICIAL EN MATERIA PENAL ENTRE LA REPÚBLICA DE COSTA RICAY LA REPÚBLICA ORIENTAL DEL URUGUAY","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-06","2029-02-06","2025-03-03","41","SI","2026-04-10T17:30:55.305867"
"796","24815","LEY PARA FLEXIBILIZAR LA SALIDA DEL PAÍS DE OBLIGADOS ALIMENTARIOS (REFORMA DEL ARTÍCULO 261 Y ADICIÓN DE UN ARTÍCULO 261 BIS A LA LEY N.º 9747 DEL CÓDIGO PROCESAL DE FAMILIA)","PROCEDIMIENTO PROYECTOS DE COMISION DE HONORES","2025-02-10","2029-02-10","2025-03-05","43","","2026-04-10T17:30:55.305867"
"797","24814","REFORMA DEL INCISO G) DEL ARTÍCULO 13 DEL CÓDIGO MUNICIPAL, LEY N° 7794 DEL 30 ABRIL DE 1998, LEY PARA LA INSCRIPCIÓN AL PROGRAMA DE ABASTECIMIENTO INSTITUCIONAL (PAI) POR PARTE DE LAS JUNTAS DE EDUCACIÓN","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-10","2029-02-10","2025-03-03","41","","2026-04-10T17:30:55.305867"
"798","24813","LEY PARA ASEGURAR QUE LA SUPERVISIÓN DEL SISTEMA FINANCIERO SEA PAGADA POR LAS ENTIDADES SUPERVISADAS REFORMA A LOS ARTÍCULOS 174 Y 175 DE LA LEY REGULADORA DEL MERCADO DE VALORES, LEY 7732 DEL 17 DE DICIEMBRE DE 1997","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-10","2029-02-10","2025-03-03","41","SI","2026-04-10T17:30:55.305867"
"799","24812","DECLARACIÓN DE LA MARCHA FUNEBRE ""DUELO DE LA PATRIA"" COMO SÍMBOLO NACIONAL DE LA REPÚBLICA DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-06","2029-02-06","2025-03-03","41","SI","2026-04-10T17:30:55.305867"
"800","24811","ADICIÓN DE UN ARTÍCULO 106 QUINQUIES AL CÓDIGO DE NORMAS Y PROCEDIMIENTOS TRIBUTARIOS, LEY N°4755 DEL 3 DE MAYO DE 1971","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-06","2029-02-06","2025-03-03","41","SI","2026-04-10T17:30:55.305867"
"801","24810","LEY PARA PENALIZAR LOS NEGOCIOS PIRAMIDALES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-04","2029-02-04","2025-02-26","38","","2026-04-10T17:30:55.305867"
"802","24809","PRESENTACIÓN ELECTRÓNICA DE LOS ÍNDICES NOTARIALES, MEDIANTE LA REFORMA DEL ARTÍCULO 27 DE LA LEY 7764, CÓDIGO NOTARIAL DE 17 DE ABRIL1998. INICIALMENTE DENOMINADO: PRESENTACIÓN ELECTRÓNICA DE LOS ÍNDICES NOTARIALES, MEDIANTE REFORMA DEL ARTÍCULO 27 DEL CÓDIGO NOTARIAL, LEY N° 7764, DE 17 DE ABRIL 1998.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-04","2029-02-04","2025-02-26","38","SI","2026-04-10T17:30:55.305867"
"803","24808","LEY PARA FORTALECER EL APOYO AL SECTOR CULTURAL MEDIANTE EL ESTABLECIMIENTO DE HABILITACIONES LEGALES PARA EL MINISTERIO DE CULTURA Y JUVENTUD Y SUS ÓRGANOS DESCONCENTRADOS (REFORMA PARCIAL A LA LEY 4788, CREA EL MINISTERIO DE CULTURA, JUVENTUD Y DEPORTES Y SUS REFORMAS).","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-04","2029-02-04","2025-02-26","38","SI","2026-04-10T17:30:55.305867"
"804","24807","REFORMA A LOS ARTICULOS 394 DEL CODIGO PROCESAL PENAL LEY NUMERO 7594, DEL CUATRO DE JUNIO DE MIL NOVECIENTOS NOVENTA Y SEIS, Y LOS ARTÍCULOS 25 INCISO J Y 29 DE LA LEY ORGANICA DEL MINISTERIO PUBLICO, LEY NÚMERO 7442, DE VEINTICINCO DE OCTUBRE DE MIL NOVECIENTOS NOVENTA Y CUATRO Y ADICION DE UN ARTICULO 56 BIS LA LEY ORGANICA DEL PODER JUDICIAL, LEY NUMERO 8 DEL 29 DE NOVIEMBRE DE 1937.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-04","2029-02-04","2025-02-26","38","","2026-04-10T17:30:55.305867"
"54","25438","REFORMA AL ARTÍCULO 23 DE LA LEY ORGÁNICA DEL SISTEMA BANCARIO NACIONAL N° 1644 DEL 26 D ENERO DE 1953 PARA PREVENIR CONFLICTOS DE INTERÉS ENTRE CÓNYUGES Y ENTRE JUNTAS DIRECTIVAS DE BANCOS PÚBLICOS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-09","2030-03-09","2026-04-06","61","","2026-04-10T05:14:48.326599"
"56","25436","LEY PARA DESCONGELAR LAS PENSIONES CONTRIBUTIVAS CON CARGO AL PRESUPUESTO. ADICIÓN DE UN PÁRRAFO NUEVO AL INCISO A) DEL ARTÍCULO 13 DE LA LEY DE FORTALECIMIENTO DE LAS FINANZAS PÚBLICAS, LEY N.º 9635, DEL 3 DE DICIEMBRE DEL 2018","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-09","2030-03-09","2026-04-06","61","","2026-04-10T05:14:48.326599"
"57","25435","ADICIÓN DE UN ARTÍCULO 25 BIS A LA LEY N.º 7801, LEY DEL INSTITUTO NACIONAL DE LAS MUJERES, DEL 15 DE MAYO DE 1998, PARA DESTINAR RECURSOS A LA CASA DE LA MUJER DE PÉREZ ZELEDÓN","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-09","2030-03-09","","","","2026-04-10T05:14:48.326599"
"101","25391","REFORMA DE LOS ARTÍCULOS 39 Y 77 Y ADICIÓN DE LOS ARTÍCULOS 30 BIS, 39 BIS Y 39 TER A LA LEY N°7664, LEY DE PROTECCIÓN FITOSANITARIA DEL 8 DE ABRIL DE 1997 Y SUS REFORMAS, REFORMA AL ARTÍCULO 107 DE LA LEY N.º 5150, LEY GENERAL DE AVIACIÓN CIVIL DEL 14 DE MAYO DE 1973 Y SUS REFORMAS. LEY PARA LA PROTECCIÓN DE LAS COMUNIDADES CONTRA LAS INTOXICACIONES POR ACTIVIDAD AGRÍCOLA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-02-04","2030-02-04","2026-02-20","35","","2026-04-10T05:44:23.820827"
"102","25390","BENEMERITAZGO DE LAS LETRAS PATRIAS A MARCO TULIO SALAZAR SALAZAR","PROCEDIMIENTO PROYECTOS DE COMISION DE HONORES","2026-02-04","2030-02-04","2026-03-04","43","","2026-04-10T05:44:23.820827"
"103","25389","REFORMA A VARIAS LEYES PARA EL RECONOCIMIENTO DE LA DISCAPACIDAD COGNITIVA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-02-04","2030-02-04","2026-02-20","35","","2026-04-10T05:44:23.820827"
"104","25388","REFORMA A LOS ARTÍCULOS 4, 8 Y 10 DE LA LEY LEY DE REGULACIÓN Y COMERCIALIZACIÓN DE BEBIDAS CON CONTENIDO ALCOHÓLICO NO. 9047 DEL 25 DE JUNIO DEL 2012.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-02-03","2030-02-03","2026-02-20","35","","2026-04-10T05:44:23.820827"
"105","25387","REFORMA DEL ARTICULO 101 DE LA CONSTITUCIÓN POLÍTICA DE COSTA RICA Y ADICIÓN DE DISPOSICIÓN TRANSITORIA PARA REGULAR LA REELECCIÓN Y EL PLAZO DE NOMBRAMIENTOS DE MAGISTRADOS DEL TRIBUNAL SUPREMO DE ELECCIONES","PROCEDIMIENTO REFS PARS CONSTITUCION POLITICA, PROVINCIAS Y MAGISTRADOS","2026-02-03","2030-02-03","2026-02-20","35","","2026-04-10T05:44:23.820827"
"106","25386","ADICIÓN DE UN PÁRRAFO FINAL AL ARTÍCULO 148 DEL CÓDIGO ELECTORAL, LEY N.°8765 DEL 19 DE AGOSTO DE 2009 Y SUS REFORMAS. LEY PARA PROTEGER A LA CAJA COSTARRICENSE DEL SEGURO SOCIAL DE GRANDES DEUDORES QUE ASPIREN A CARGOS DE ELECCIÓN POPULAR.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-28","2030-01-28","2026-02-06","25","","2026-04-10T05:44:23.820827"
"107","25385","DECLARATORIA DE CIUDADANO DISTINGUIDO A DARNER MORA ALVARADO","PROCEDIMIENTO PROYECTOS DE COMISION DE HONORES","2026-01-26","2030-01-26","2026-02-06","25","","2026-04-10T05:44:23.820827"
"108","25384","APROBACIÓN DE LOS CONTRATOS DE PRÉSTAMO SUSCRITOS ENTRE LA REPÚBLICA DE COSTA RICA Y EL BANCO INTERNACIONAL DE RECONSTRUCCIÓN Y FOMENTO Y EL BANCO INTERAMERICANO DE DESARROLLO PARA FINANCIAR EL PROYECTO CALIDAD Y EFICIENCIA DEL SISTEMA EDUCATIVO EN COSTA RICA: FORMANDO EL CAPITAL HUMANO DEL FUTURO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-26","2030-01-26","2026-02-06","25","","2026-04-10T05:44:23.820827"
"109","25383","APROBACIÓN DE LA CONVENCIÓN SOBRE EL RECONOCIMIENTO Y LA EJECUCIÓN DE SENTENCIAS EXTRANJERAS EN MATERIA CIVIL O COMERCIAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-26","2030-01-26","2026-02-06","25","","2026-04-10T05:44:23.820827"
"110","25382","APROBACIÓN DEL CONVENIO SOBRE ACUERDOS DE ELECCIÓN DE FORO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-26","2030-01-26","2026-02-06","25","","2026-04-10T05:44:23.820827"
"111","25381","REFORMA LEGISLATIVA Y RESPONSABILIDAD POLÍTICA: HACIA UN PROCEDIMIENTO EFICAZ DE REMOCIÓN DE DIPUTADOS EN COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-22","2030-01-22","2026-02-06","25","","2026-04-10T05:44:23.820827"
"112","25380","LEY PARA EL FOMENTO INTEGRAL DEL BAMBÚ Y SU INDUSTRIALIZACIÓN SOSTENIBLE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-21","2030-01-21","2026-02-06","25","","2026-04-10T05:44:23.820827"
"113","25379","LEY CONTRA LA MANIPULACIÓN DE LA OPINIÓN PÚBLICA Y LA VOLUNTAD POPULAR (LEY ANTITROLL)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-21","2030-01-21","2026-02-06","25","","2026-04-10T05:44:23.820827"
"114","25378","LEY PARA LA DIVISIÓN DE LA RESERVA INDÍGENA CÁBECAR DE CHIRRIPÓ (ALTO CHIRRIPÓ) EN DOS RESERVAS DISTINTAS: RESERVA INDÍGENA ALTO CHIRRIPO-TURRIALBA (CARTAGO) Y RESERVA INDÍGENA ALTO CHIRRIPÓ -VALLE DE LA ESTRELLA (LIMÓN)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-21","2030-01-21","2026-02-06","25","","2026-04-10T05:44:23.820827"
"115","25377","REFORMA AL CAPÍTULO VI DE LA LEY N.º 7530 LEY DE ARMAS Y EXPLOSIVOS DE 10 DE JULIO DE 1995 Y SUS REFORMAS, PARA SU ARMONIZACIÓN CON LA LEY N.º 7317 LEY DE CONSERVACIÓN DE LA VIDA SILVESTRE, DE 07 DE DICIEMBRE DE 1992 Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-20","2030-01-20","2026-01-28","18","","2026-04-10T05:44:23.820827"
"116","25376","MODIFICACIÓN DE LOS ARTÍCULOS 24, 28 Y 32 DE LA LEY N°1038, LEY DE CREACION DEL COLEGIO DE CONTADORES PUBLICOS, DEL 19 DE AGOSTO DE 1947, SOBRE EL RÉGIMEN DISCIPLINARIO, COMPETENCIAS DE LA FISCALÍA Y DEL TRIBUNAL DE HONOR","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-20","2030-01-20","2026-02-06","25","","2026-04-10T05:44:23.820827"
"117","25375","LEY DESAFECTACIÓN DEL USO PÚBLICO Y AUTORIZACIÓN AL INSTITUTO MIXTO DE AYUDA SOCIAL PARA QUE DONE UNA FINCA DE SU PROPIEDAD EN FAVOR DE LA UNIVERSIDAD ESTATAL A DISTANCIA.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-19","2030-01-19","2026-01-28","18","","2026-04-10T05:44:23.820827"
"118","25374","LEY PARA HACER EFECTIVA LA IGUALDAD SALARIAL ENTRE MUJERES Y HOMBRES. REFORMA A LA LEY N.° 7142: LEY DE PROMOCIÓN DE LA IGUALDAD SOCIAL DE LA MUJER Y REFORMA A LA LEY N° 2: CÓDIGO DE TRABAJO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-19","2030-01-19","2026-01-28","18","","2026-04-10T05:44:23.820827"
"119","25373","REFORMA INTEGRAL DE LA LEY N°10118 DESAFECTACIÓN DE DOS BIENES INMUEBLES PROPIEDAD DE LA MUNICIPALIDAD DE CURRIDABAT Y AUTORIZACIÓN PARA DONARLOS AL MINISTERIO DE EDUCACIÓN PÚBLICA (ESCUELA JOSÉ MARÍA ZELEDÓN BRENES)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-19","2030-01-19","2026-01-28","18","","2026-04-10T05:44:23.820827"
"120","25372","LEY PARA LA PROTECCIÓN DEL PATRIMONIO NATURAL Y CULTURAL DEL PARQUE NACIONAL ISLA DEL COCO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-14","2030-01-14","2026-01-28","18","","2026-04-10T05:44:23.820827"
"121","25371","LEY MARCO DE INMUNIDADES Y PRIVILEGIOS DIPLOMÁTICOS, CONSULARES Y DE ORGANISMOS INTERNACIONALES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-14","2030-01-14","2026-01-28","18","","2026-04-10T05:44:23.820827"
"122","25370","AUTORIZACIÓN PARA LA DONACIÓN Y MUTACIÓN DEMANIAL DE LOS TERRENOS CONOCIDOS COMO PATIO MIRAMAR MOÍN, PROVINCIA DE LIMÓN DEL MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTES AL INSTITUTO COSTARRICENSE DE FERROCARRILES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-14","2030-01-14","2026-01-28","18","","2026-04-10T05:44:23.820827"
"123","25369","APROBACIÓN DEL ACUERDO DE SEDE ENTRE EL GOBIERO DE LA REPÚBLICA DE COSTA RICA Y THE GLOBAL GREEN GROWTH INSTITUTE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-14","2030-01-14","2026-01-28","18","","2026-04-10T05:44:23.820827"
"124","25368","ADICIÓN DE UN INCISO I) AL ARTÍCULO 14 DE LA LEY 4760 DENOMINADA LEY DE CREACIÓN DEL INSTITUTO MIXTO DE AYUDA SOCIAL (IMAS) DEL 4 DE MAYO DE 1971, PARA LA ERRADICACIÓN DE LA POBREZA EN LA PROVINCIA DE LIMÓN.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-13","2030-01-13","2026-01-28","18","","2026-04-10T05:44:23.820827"
"125","25367","PAPAGAYO EN EQUILIBRIO: REFORMA A LA LEY N.° 6758, LEY REGULADORA DEL DESARROLLO Y EJECUCIÓN DEL PROYECTO TURÍSTICO GOLFO DE PAPAGAYO, Y REFORMA A LA LEY N.° 6370, DECLARA EL INTERÉS PÚBLICO EL PROYECTO DE BAHÍA CULEBRA O PAPAGAYO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-01-13","2030-01-13","2026-01-28","18","","2026-04-10T05:44:23.820827"
"126","25366","PERMISO PARA EL ATRAQUE, PERMANENCIA EN EL PUERTO DE GOLFITO Y DESEMBARQUE DE LA TRIPULACION DEL ""PATRIOT STATE"", BUQUE NO ARTILLADO DE LA ESCUELA FEDERAL CON BANDERA DE LOS ESTADOS UNIDOS, EL CUAL ESTARA EN PUERTO DURANTE EL PERIODO QUE COMPRENDE DEL 30 DE ENERO AL 01 DE FEBRERO DE 2026.","PROCEDIMIENTO SOLICITUDES DE ATRAQUE Y DESEMBARQUE","2026-01-12","2030-01-12","","","","2026-04-10T05:44:23.820827"
"127","25365","REFORMA DE VARIOS ARTÍCULOS DE LA LEY N.º 7558, LEY ORGÁNICA DEL BANCO CENTRAL DE COSTA RICA DEL 3 DE NOVIEMBRE DE 1995 Y SUS REFORMAS: PARA EL FORTALECIMIENTO DE LA INDEPEDENCIA FUNCIONAL Y LA GOBERNANZA DE LA JUNTA DIRECTIVA DEL BANCO CENTRAL DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-19","2029-12-19","2026-01-20","12","","2026-04-10T05:44:23.820827"
"128","25364","APROBACIÓN DEL CONTRATO DE PRÉSTAMO N° 6017/OC-CR SUSCRITO ENTRE EL BANCO INTERAMERICANO DE DESARROLLO (BID) Y LA REPÚBLICA DE COSTA RICA, QUE FINANCIARÁ EL PROGRAMA DE APOYO AL FORTALECIMIENTO Y EXPANSIÓN DEL SISTEMA NACIONAL DE CUIDADOS DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-28","18","","2026-04-10T05:44:23.820827"
"129","25363","AUTORIZACIÓN PARA EMITIR TÍTULOS VALORES EN EL MERCADO INTERNACIONAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-20","12","","2026-04-10T05:44:23.820827"
"130","25362","LEY PARA REGULAR EL DELITO DE INTRUSIÓN INFORMÁTICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-28","18","","2026-04-10T05:44:23.820827"
"131","25361","LEY PARA MEJORAR LA RECOLECCIÓN DE INFORMACIÓN CONTABLE: REFORMAS Y ADICIONES A LA LEY DE LA ADMINISTRACIÓN FINANCIERA DE LA REPÚBLICA Y PRESUPUESTOS PÚBLICOS DEL 18 DE SEPTIEMBRE DE 2001, LEY N.°8131 Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-28","18","","2026-04-10T05:44:23.820827"
"132","25360","REFORMA AL ARTÍCULO 106 DE LA LEY N°4179 LEY DE ASOCIACIONES COOPERATIVAS A FIN DE FORTALECER LA AUTONOMÍA DE LAS COOPERATIVAS AUTOGESTIONADAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-20","12","","2026-04-10T05:44:23.820827"
"133","25359","LEY PARA DECLARAR EL 19 DE DICIEMBRE COMO EL DÍA NACIONAL DE LOS ASESINATOS POLÍTICOS EN EL CODO DEL DIABLO, POR LA MEMORIA POLÍTICA CONTRA EL OLVIDO Y LA IMPUNIDAD","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-20","12","","2026-04-10T05:44:23.820827"
"134","25358","REFORMA AL ARTÍCULO 106 DE LA LEY N°4179 LEY DE ASOCIACIONES COOPERATIVAS, A FIN DE FORTALECER LA AUTONOMÍA DE LAS COOPERATIVAS AUTOGESTIONADAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-20","12","","2026-04-10T05:44:23.820827"
"135","25357","REFORMA AL ARTÍCULO 305 DEL CÓDIGO ELECTORAL, LEY ? 8765 DEL 19 DE AGOSTO DE 2009, PARA GARANTIZAR LA SEGURIDAD JURIDICA PARA LAS FUENTES DEL ORDENAMIENTO JURÍDICO ELECTORAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-20","12","","2026-04-10T05:44:23.820827"
"136","25356","REFORMA DEL CAPÍTULO XV DE LA LEY DE PERSONAL DE LA ASAMBLEA LEGISLATIVA, LEY N° 4556 DEL 29 DE ABRIL DE 1970, PARA UNA JUSTA REGULACIÓN Y RECONOCIMIENTO DE LOS EMPLEADOS DE CONFIANZA.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-20","12","","2026-04-10T05:44:23.820827"
"137","25355","REFORMA A LA LEY N.°9446 AUTORIZACIÓN A LA MUNICIPALIDAD DEL CANTÓN CENTRAL DE PUNTARENAS PARA QUE SEGREGUE LOTES DE UN INMUEBLE DE SU PROPIEDAD Y LOS DONE PARA EFECTOS DE TITULACIÓN A FAMILIAS BENEFICIARIAS DEL ASENTAMIENTO CONSOLIDADO CARMEN LYRA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-21","13","","2026-04-10T05:44:23.820827"
"138","25354","LEY PARA GARANTIZAR LA PARTICIPACIÓN Y EL FINANCIAMIENTO DEL DEPORTE FEMENINO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-18","2029-12-18","2026-01-20","12","","2026-04-10T05:44:23.820827"
"139","25353","REFORMA AL ARTÍCULO 6 DE LA LEY N° 9852 DEL 16 DE JUNIO DE 2020. PARA SANCIONAR EL APODERAMIENTO Y LA INTRODUCCIÓN ILEGAL DE LOS COMBUSTIBLES DERIVADOS DEL PETRÓLEO Y SUS MEZCLAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-17","2029-12-17","2026-01-20","12","","2026-04-10T05:44:23.820827"
"140","25352","LEY PARA INCORPORAR LA DECLARATORIA DE VÍAS PÚBLICAS CANTONALES EN LAS ATRIBUCIONES DEL CONCEJO MUNICIPAL Y OTORGAR COMPETENCIA A LOS CONCEJOS MUNICIPALES DE DISTRITO: ADICIÓN DEL INCISO W) AL ARTÍCULO 13 DEL CÓDIGO MUNICIPAL LEY 7794 DEL 18 DE MAYO DE 1998 Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-17","2029-12-17","2026-01-20","12","","2026-04-10T05:44:23.820827"
"141","25351","DESAFECTACIÓN DE USO PÚBLICO Y AUTORIZACIÓN A LA MUNICIPALIDAD DE ALAJUELA PARA QUE DONE TERRENOS DE SU PROPIEDAD A LA CAJA COSTARRICENSE DE SEGURO SOCIAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-17","2029-12-17","2026-01-20","12","","2026-04-10T05:44:23.820827"
"142","25350","LEY PARA LA DECLARATORIA DE CALLES PÚBLICAS DE LA COLONIA SAN JOSÉ EN EL DISTRITO DE PUERTO VIEJO, CANTÓN DE SARAPIQUÍ, PROVINCIA DE HEREDIA.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-17","2029-12-17","2026-01-20","12","","2026-04-10T05:44:23.820827"
"143","25349","LEY DE FORTALECIMIENTO AL CONTROL CONSTRUCTIVO. REFORMA A LA LEY DE CONSTRUCCIONES N°833, DEL 2 DE NOVIEMBRE DE 1949.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-17","2029-12-17","2026-01-20","12","","2026-04-10T05:44:23.820827"
"144","25348","ADICIÓN DE UN TRANSITORIO V A LA LEY 6868, LEY ORGÁNICA DEL INSTITUTO NACIONAL DE APRENDIZAJE (INA), DEL 06 DE MAYO DE 1983.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-17","2029-12-17","2026-01-20","12","","2026-04-10T05:44:23.820827"
"145","25347","LEY PARA LA ATENCIÓN INTEGRAL DE LA MENOPAUSIA, LA ANDROPAUSIA Y LOS CAMBIOS HORMONALES DE LA MEDIANA EDAD","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-17","2029-12-17","2026-01-20","12","","2026-04-10T05:44:23.820827"
"146","25346","LEY PARA LA INCORPORACIÓN DEL ANÁLISIS BENEFICIO COSTO EN EL PROCESO PRESUPUESTARIO Y DE ENDEUDAMIENTO PÚBLICO. REFORMA DE VARIOS ARTÍCULOS A LA LEY 8131, LEY DE LA ADMINISTRACIÓN FINANCIERA DE LA REPÚBLICA Y PRESUPUESTOS PÚBLICOS, DE 18 DE SEPTIEMBRE DE 2001.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-17","2029-12-17","2026-01-20","12","","2026-04-10T05:44:23.820827"
"147","25345","LEY MARCO PARA LA APROBACIÓN, IMPLEMENTACIÓN Y SEGUIMIENTO DE LAS CONTRIBUCIONES NACIONALMENTE DETERMINADAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-17","2029-12-17","2026-01-20","12","","2026-04-10T05:44:23.820827"
"148","25344","ADICIÓN DE UN ARTÍCULO 7 BIS A LA LEY AUTORIZACIÓN PARA EL CAMBIO DE NOMBRE DE LA JUNTA DE PROTECCIÓN SOCIAL Y ESTABLECIMIENTO DE LA DISTRIBUCIÓN DE RENTAS DE LAS LOTERÍAS NACIONALES, N°.8718 DEL 17 DE FEBRERO DE 2009, PARA EL FINANCIAMIENTO DEL FONDO DE INVALIDEZ, VEJEZ Y MUERTE DE LA CAJA COSTARRICENSE DEL SEGURO SOCIAL.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-12-16","2029-12-16","2025-12-19","239","","2026-04-10T05:44:23.820827"
"149","25343","PERMISO PARA EL EVENTUAL ATRAQUE, PERMANENCIA EN PUERTO Y DESEMBARQUE DE LAS TRIPULACIONES, EN PUERTOS COSTARRICENSES UBICADOS EN EL PACIFICO Y EN EL CARIBE, DE LAS EMBARCACIONES DE GUARDACOSTAS DE LOS ESTADOS UNIDOS DE AMÉRICA, QUE ESTARÁN DESARROLLANDO OPERACIONES ANTINARCÓTICOS EN APOYO AL SERVICIO NACIONAL DE GUARDACOSTAS COSTARRICENSE Y DEMÁS AUTORIDADES DEL PAÍS, EN EL PERÍODO COMPRENDIDO ENTRE EL 01 DE ENERO Y EL 31 DE DICIEMBRE DEL 2026","PROCEDIMIENTO SOLICITUDES DE ATRAQUE Y DESEMBARQUE","2025-12-15","2029-12-15","","","","2026-04-10T05:44:23.820827"
